family	uniprot_acc	merops	refseq_protein	gene	organism	length	protein_existence
S10	E9CS37		XP_003070320.2	KEX1	Coccidioides posadasii (strain RMSCC 757 / Silveira) (Valley fever fungus)	641	Inferred from homology
S10	E9E1Z2			KEX1	Metarhizium acridum (strain CQMa 102)	616	Inferred from homology
S10	Q5BDJ6	C98.001;	XP_658988.2	kex1	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	631	Inferred from homology
S10	Q6CFP3	S10.007;		KEX1	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	614	Inferred from homology
S10	Q6FTM9	S10.007;	XP_446415.1	KEX1	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	730	Inferred from homology
S10	A0A1L9WN42		XP_020053923.1	acuI	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	553	Inferred from homology
S10	A1CQL5	S10.007;	XP_001269362.1	kex1	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	613	Inferred from homology
S10	A1DP75	S10.001;	XP_001258493.1	cpyA	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	543	Inferred from homology
S10	A4RPY8	S10.001;	XP_003710561.1	CPYA	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	552	Inferred from homology
S10	A5AB21	S10.001;	XP_001392987.1	cpyA	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	557	Inferred from homology
S10	A5E751	S10.007;		KEX1	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus)	702	Inferred from homology
S10	B6H7A4	S10.007;		kex1	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	607	Inferred from homology
S10	B6HPP6	S10.001;	XP_002564134.1	cpyA	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	550	Inferred from homology
S10	C5FTV7	S10.007;	XP_002846260.1	KEX1	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	636	Inferred from homology
S10	C5FWJ1	S10.001;	XP_002845130.1	CPYA	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	541	Inferred from homology
S10	C5GEU5	S10.001;		CPYA	Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586) (Blastomyces dermatitidis)	545	Inferred from homology
S10	C5K1Y9	S10.001;	XP_002620806.1	CPYA	Blastomyces gilchristii (strain SLH14081) (Blastomyces dermatitidis)	545	Inferred from homology
S10	C7YQJ2	S10.001;	XP_003051746.1	CPYA	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)	537	Inferred from homology
S10	D4B5L8	S10.007;	XP_003010019.1	KEX1	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	596	Inferred from homology
S10	D4DLI1	S10.001;	XP_003017935.1	cpyA	Trichophyton verrucosum (strain HKI 0517)	543	Inferred from homology
S10	P11515	S10.009;		CBP3	Triticum aestivum (Wheat)	500	Evidence at transcript level
S10	Q4WTK9	S10.007;		kex1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	632	Inferred from homology
S10	A6RUD7	S10.001;		CPYA	Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea)	546	Inferred from homology
S10	A7F4H5	S10.001;	XP_001586513.1	cpyA	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	546	Inferred from homology
S10	A8NYP0	S10.007;	XP_001837480.1	KEX1	Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata)	618	Inferred from homology
S10	B2B762	S10.007;	XP_001911812.1	KEX1	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)	585	Inferred from homology
S10	B6K7U7	S10.A67;	XP_002175894.1	kex1	Schizosaccharomyces japonicus (strain yFS275 / FY16936) (Fission yeast)	522	Inferred from homology
S10	B6QAN5	S10.001;		cpyA	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	555	Inferred from homology
S10	B6QQZ9	S10.007;		kex1	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	626	Inferred from homology
S10	B8M044	S10.001;	XP_002478104.1	cpyA	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	553	Inferred from homology
S10	B9WJJ7	S10.007;	XP_002421307.1	KEX1	Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast)	686	Inferred from homology
S10	C1G2I2	S10.007;	XP_010757777.1	KEX1	Paracoccidioides brasiliensis (strain Pb18)	635	Inferred from homology
S10	C1GXD8	S10.001;	XP_002794967.1	CPYA	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	550	Inferred from homology
S10	C4JNM2	S10.001;	XP_002543504.1	cpyA	Uncinocarpus reesii (strain UAMH 1704)	541	Inferred from homology
S10	C4JTD3	S10.007;	XP_002585033.1	KEX1	Uncinocarpus reesii (strain UAMH 1704)	638	Inferred from homology
S10	C4QZV7	S10.007;	XP_002491061.1	KEX1	Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris)	623	Inferred from homology
S10	C4YTG0	S10.007;		KEX1	Candida albicans (strain WO-1) (Yeast)	702	Inferred from homology
S10	D4ANB6		XP_003016322.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	508	Evidence at protein level
S10	D4AZ71	S10.001;	XP_003012231.1	CPYA	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	543	Inferred from homology
S10	D4B0Q6	S10.014;	XP_003011803.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	497	Inferred from homology
S10	E9ESM3	S10.007;	XP_007819158.1	KEX1	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))	616	Inferred from homology
S10	Q2GYB7	S10.007;	XP_001224693.1	KEX1	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	643	Inferred from homology
S10	Q5VJG9	S10.001;		cpyA	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	543	Inferred from homology
S10	A2QPW5			kex1	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	612	Inferred from homology
S10	A4RE47	S10.007;	XP_003718218.1	KEX1	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	634	Inferred from homology
S10	B2AWD5	S10.001;	XP_001908036.1	CPYA	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)	554	Inferred from homology
S10	B8M719	S10.007;	XP_002480673.1	kex1	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	624	Inferred from homology
S10	C1GG77	S10.001;	XP_010761848.1	CPYA	Paracoccidioides brasiliensis (strain Pb18)	550	Inferred from homology
S10	C5DT72	S10.007;	XP_002495916.1	KEX1	Zygosaccharomyces rouxii (strain ATCC 2623 / CBS 732 / NBRC 1130 / NCYC 568 / NRRL Y-229)	684	Inferred from homology
S10	C5GC75	S10.007;		KEX1	Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586) (Blastomyces dermatitidis)	638	Inferred from homology
S10	C5JN54	S10.007;	XP_002625885.1	KEX1	Blastomyces gilchristii (strain SLH14081) (Blastomyces dermatitidis)	638	Inferred from homology
S10	C7YRS6	S10.007;	XP_003050838.1	KEX1	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)	613	Inferred from homology
S10	C9S688	S10.007;	XP_003008826.1	KEX1	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	635	Inferred from homology
S10	D4AQ54	S10.016;	XP_003015238.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	629	Evidence at protein level
S10	E4USS9	S10.001;	XP_003173424.1	CPYA	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	543	Inferred from homology
S10	E7R7R2	S10.007;	XP_013936369.1	KEX1	Ogataea parapolymorpha (strain ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1) (Yeast) (Hansenula polymorpha)	610	Inferred from homology
S10	Q4P8U8	S10.007;	XP_011389921.1	KEX1	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	657	Inferred from homology
S10	Q6CKK4	S10.007;	XP_455535.1	KEX1	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	642	Inferred from homology
S10	A1CUJ5	S10.001;	XP_001268408.1	cpyA	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	543	Inferred from homology
S10	A1D3I1	S10.007;	XP_001264871.1	kex1	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	632	Inferred from homology
S10	A7EYY7	S10.007;	XP_001588107.1	kex1	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	642	Inferred from homology
S10	B5RUL7	S10.007;	XP_002770877.1	KEX1	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	684	Inferred from homology
S10	C0NX46	S10.001;		CPYA	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	544	Inferred from homology
S10	C1GP85	S10.007;	XP_002797791.1	KEX1	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	640	Inferred from homology
S10	D0MVS1	S10.A68;	XP_002907170.1	KEX1	Phytophthora infestans (strain T30-4) (Potato late blight agent)	597	Inferred from homology
S10	D1ZEM2	S10.007;		KEX1	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)	654	Inferred from homology
S10	D1ZG13	S10.001;	XP_003348887.1	CPYA	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)	554	Inferred from homology
S10	D4AP52	S10.016;	XP_003015708.1	SCPB	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	656	Inferred from homology
S10	E3QDT3		XP_008093041.1	KEX1	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	622	Inferred from homology
S10	E3QR43		XP_008097351.1	CPYA	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	545	Inferred from homology
S10	E5A7I6	S10.001;	XP_003843060.1	CPYA	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam)	543	Inferred from homology
S10	E5R540	S10.007;		KEX1	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam)	641	Inferred from homology
S10	E6R6G5	S10.007;	XP_003194073.1	KEX1	Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071) (Filobasidiella gattii) (Cryptococcus bacillisporus)	687	Inferred from homology
S10	O60123	S10.A67;	NP_596758.1	kex1	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	510	Inferred from homology
S10	Q1K722	S10.007;	XP_960962.3	kex1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	659	Inferred from homology
S10	Q2H9G6	S10.001;	XP_001229654.1	CPYA	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	554	Inferred from homology
S10	Q2TYA1	S10.001;	XP_001826905.1	cpyA	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	542	Inferred from homology
S10	Q752M5	S10.007;	NP_986096.1	KEX1	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	599	Inferred from homology
S10	Q7RXW8	S10.001;	XP_956796.1	cpyA	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	554	Inferred from homology
S10	P52715	S10.A55;	NP_496507.1	ctsa-1.2	Caenorhabditis elegans	454	Inferred from homology
S10	Q9FFB2	S10.A69;	NP_197687.1	SCPL54	Arabidopsis thaliana (Mouse-ear cress)	190	Uncertain
S10	P52717	S10.A59;	NP_494846.1	ctsa-1.1	Caenorhabditis elegans	469	Evidence at protein level
S10	Q869Q8	S10.003;	XP_644095.1	cpvl	Dictyostelium discoideum (Social amoeba)	500	Inferred from homology
S10	P52714	S10.A56;	NP_001364589.1	ctsa-3.2	Caenorhabditis elegans	517	Evidence at protein level
S10	Q54DY7	S10.009;	XP_629909.1		Dictyostelium discoideum (Social amoeba)	416	Inferred from homology
S10	Q9LXY6	S10.A48;	NP_191213.1	SCPL53	Arabidopsis thaliana (Mouse-ear cress)	264	Uncertain
S10	Q4QR71	S10.003;	NP_001025098.1	CPVL	Rattus norvegicus (Rat)	478	Evidence at transcript level
S10	C9WMM5	S10.003;	NP_001152775.1		Apis mellifera (Honeybee)	467	Evidence at transcript level
S10	D4AQA7	S10.014;	XP_003015291.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	529	Evidence at protein level
S10	Q5RFE4	S10.003;	NP_001124656.1	CPVL	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	476	Evidence at transcript level
S10	D4AZG9		XP_003012079.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	506	Inferred from homology
S28	Q9UHL4	S28.002;	NP_037511.2	DPP7	Homo sapiens (Human)	492	Evidence at protein level
S28	P42785	S28.001;	NP_001306143.1	PRCP	Homo sapiens (Human)	496	Evidence at protein level
S28	Q7TMR0	S28.001;	NP_082519.1	Prcp	Mus musculus (Mouse)	491	Evidence at protein level
S28	Q9EPB1	S28.002;	NP_114179.1	Dpp7	Rattus norvegicus (Rat)	500	Evidence at protein level
S28	Q9ET22	S28.002;	NP_114031.2	Dpp7	Mus musculus (Mouse)	506	Evidence at protein level
S28	Q9NQE7	S28.003;	NP_005856.1	PRSS16	Homo sapiens (Human)	514	Evidence at protein level
S28	Q1PF50	S28.A05;	NP_179399.5	EDA2	Arabidopsis thaliana (Mouse-ear cress)	489	Evidence at transcript level
S28	Q9QXE5	S28.003;	NP_062302.1	Prss16	Mus musculus (Mouse)	509	Evidence at transcript level
S28	Q2TA14	S28.001;	NP_001033253.1	PRCP	Bos taurus (Bovine)	499	Evidence at transcript level
S28	Q5RBU7	S28.001;	NP_001125428.1	PRCP	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	496	Evidence at transcript level
S28	P90893	S28.A14;	NP_001294837.1		Caenorhabditis elegans	540	Evidence at protein level
S28	P34676	S28.A21;	NP_001367399.1	pcp-5	Caenorhabditis elegans	507	Evidence at protein level
S28	W7E3A0		XP_014550039.1	vicPb	Bipolaris victoriae (strain FI3) (Victoria blight of oats agent) (Cochliobolus victoriae)	534	Inferred from homology
S28	W7DQR8		XP_014550167.1	vicPa	Bipolaris victoriae (strain FI3) (Victoria blight of oats agent) (Cochliobolus victoriae)	534	Inferred from homology
S28	D4AYS6		XP_003012386.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	716	Evidence at protein level
S28	P34528	S28.A11;	NP_498758.2		Caenorhabditis elegans	510	Inferred from homology
S28	P34610	S28.A17;	NP_498688.1	pcp-1	Caenorhabditis elegans	565	Evidence at protein level
S14	Q16740	S14.003;	NP_006003.1	CLPP	Homo sapiens (Human)	277	Evidence at protein level
S14	P56772	S14.002;	NP_051083.1	clpP1	Arabidopsis thaliana (Mouse-ear cress)	196	Evidence at protein level
S14	Q8LB10	S14.001;	NP_567521.1	CLPR4	Arabidopsis thaliana (Mouse-ear cress)	305	Evidence at protein level
S14	Q9FN42	S14.A02;	NP_568427.1	CLPP2	Arabidopsis thaliana (Mouse-ear cress)	241	Evidence at protein level
S14	Q9S834	S14.A01;	NP_563657.1	CLPP5	Arabidopsis thaliana (Mouse-ear cress)	298	Evidence at protein level
S14	Q9XJ35		NP_564560.1	CLPR1	Arabidopsis thaliana (Mouse-ear cress)	387	Evidence at protein level
S14	Q9SAA2	S14.006;	NP_563893.1	CLPP6	Arabidopsis thaliana (Mouse-ear cress)	271	Evidence at protein level
S14	Q9SXJ6	S14.A03;	NP_564880.1	CLPP3	Arabidopsis thaliana (Mouse-ear cress)	309	Evidence at protein level
S14	O88696	S14.003;	NP_059089.1	Clpp	Mus musculus (Mouse)	272	Evidence at protein level
S14	Q27539	S14.A04;	NP_001254239.1	clpp-1	Caenorhabditis elegans	221	Evidence at protein level
S14	Q8L770		NP_001031008.1	CLPR3	Arabidopsis thaliana (Mouse-ear cress)	330	Evidence at protein level
S14	Q9XJ36			CLPR2	Arabidopsis thaliana (Mouse-ear cress)	279	Evidence at protein level
S14	Q94B60	S14.010;	NP_568644.1	CLPP4	Arabidopsis thaliana (Mouse-ear cress)	292	Evidence at protein level
S14	P42380		NP_958364.1	clpP	Chlamydomonas reinhardtii (Chlamydomonas smithii)	524	Evidence at protein level
S14	P0C314	S14.002;	NP_039410.1	clpP	Oryza sativa subsp. japonica (Rice)	216	Inferred from homology
S14	Q2KHU4	S14.003;	NP_001039879.1	CLPP	Bos taurus (Bovine)	272	Evidence at transcript level
S14	A8WPG6	S14.A04;		clpp-1	Caenorhabditis briggsae	219	Inferred from homology
S14	P26567	S14.002;	NP_043048.1	clpP	Zea mays (Maize)	216	Inferred from homology
S14	Q2PMR0	S14.002;	YP_538790.1	clpP	Glycine max (Soybean) (Glycine hispida)	196	Inferred from homology
S14	Q9M3K5	S14.002;	NP_054959.1	clpP	Spinacia oleracea (Spinach)	196	Inferred from homology
S14	A0A360	S14.002;	YP_817507.1	clpP	Coffea arabica (Arabian coffee)	196	Inferred from homology
S14	A1E9U9	S14.002;	YP_899432.1	clpP	Sorghum bicolor (Sorghum) (Sorghum vulgare)	216	Inferred from homology
S14	P12210	S14.002;	NP_054525.1	clpP	Nicotiana tabacum (Common tobacco)	196	Evidence at transcript level
S14	Q0ZIZ4	S14.002;	YP_567102.1	clpP	Vitis vinifera (Grape)	196	Inferred from homology
S14	Q2L926	S14.002;	YP_538961.1	clpP	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	196	Inferred from homology
S14	Q3C1K4	S14.002;	YP_358703.1	clpP	Nicotiana sylvestris (Wood tobacco) (South American tobacco)	196	Inferred from homology
S14	Q6ENE9	S14.002;	YP_052774.1	clpP	Oryza nivara (Indian wild rice) (Oryza sativa f. spontanea)	216	Inferred from homology
S14	Q0P3P4	S14.002;	YP_717211.1	clpP	Ostreococcus tauri (Marine green alga)	200	Inferred from homology
S14	Q27S24	S14.002;	YP_635664.1	clpP	Solanum tuberosum (Potato)	198	Inferred from homology
S14	Q2MI76	S14.002;	YP_008563113.1	clpP	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	206	Inferred from homology
S14	Q6YXM7	S14.002;	YP_009477507.1	clpP	Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens)	199	Inferred from homology
S14	A4GYT6	S14.002;	YP_001109527.1	clpP	Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)	196	Inferred from homology
S14	P24064	S14.002;	NP_114282.1	clpP	Triticum aestivum (Wheat)	216	Inferred from homology
S14	Q70XY2	S14.002;	NP_904123.1	clpP	Amborella trichopoda	202	Inferred from homology
S49	Q9C9C0	S49.004;	NP_565077.2	SPPA	Arabidopsis thaliana (Mouse-ear cress)	677	Evidence at transcript level
