family	uniprot_acc	merops	refseq_protein	gene	organism	length	protein_existence
S1	P19540	S01.214;	NP_001003323.1	F9	Canis lupus familiaris (Dog) (Canis familiaris)	452	Evidence at protein level
S1	P79953	S01.240;	NP_001081896.1	ovch2	Xenopus laevis (African clawed frog)	1004	Evidence at protein level
S1	P98074	S01.156;	NP_001001259.1	TMPRSS15	Sus scrofa (Pig)	1034	Evidence at protein level
S1	Q29485	S01.233;		PLG	Erinaceus europaeus (Western European hedgehog)	810	Evidence at transcript level
S1	Q2UVH8	S01.223;		ACR	Meleagris gallopavo (Wild turkey)	346	Evidence at protein level
S1	Q6SA95	S01.214;	NP_001009377.1	F9	Felis catus (Cat) (Felis silvestris catus)	466	Inferred from homology
S1	Q8SPS7	S01.972;	NP_999165.1	HP	Sus scrofa (Pig)	347	Evidence at protein level
S1	Q9GL10	S01.223;		ACR	Ovis aries (Sheep)	329	Evidence at protein level
S1	Q9NAS8	S01.448;		CLIPB14	Anopheles gambiae (African malaria mosquito)	375	Evidence at protein level
S1	O19045	S01.216;	NP_001075485.1	F10	Oryctolagus cuniculus (Rabbit)	490	Evidence at transcript level
S1	P00761				Sus scrofa (Pig)	231	Evidence at protein level
S1	P08001	S01.223;	NP_999198.1	ACR	Sus scrofa (Pig)	415	Evidence at protein level
S1	P16292	S01.214;	NP_001182654.1	F9	Oryctolagus cuniculus (Rabbit)	462	Evidence at transcript level
S1	P80015	S01.971;	XP_005661477.1	AZU1	Sus scrofa (Pig)	246	Evidence at protein level
S1	Q5R1W3	S01.192;	NP_001029292.1	C1R	Pan troglodytes (Chimpanzee)	705	Evidence at transcript level
S1	Q864W0	S01.196;	NP_001009169.1	CFB	Pan troglodytes (Chimpanzee)	764	Inferred from homology
S1	Q867B7	S01.976;	NP_001002964.1	HGF	Canis lupus familiaris (Dog) (Canis familiaris)	730	Evidence at transcript level
S1	Q8SQ74	S01.194;		C2	Pan troglodytes (Chimpanzee)	752	Inferred from homology
S1	Q95ND7	S01.214;	NP_001129063.1	F9	Pan troglodytes (Chimpanzee)	461	Inferred from homology
S1	Q9NAS9	S01.449;		CLIPB15	Anopheles gambiae (African malaria mosquito)	364	Evidence at protein level
S1	Q9XXV0	S01.305;	NP_001036832.1	PPAE	Bombyx mori (Silk moth)	441	Evidence at protein level
S1	A0A1S4GMJ4			CLIPC9	Anopheles gambiae (African malaria mosquito)	356	Evidence at protein level
S1	A0A1S4H5S2			CLIPA8	Anopheles gambiae (African malaria mosquito)	363	Evidence at protein level
S1	F5HKX0	S01.203;		CLIPB9	Anopheles gambiae (African malaria mosquito)	401	Evidence at protein level
S1	P25155	S01.216;	NP_990353.1	F10	Gallus gallus (Chicken)	475	Evidence at protein level
S1	Q03710	S01.196;	XP_020953515.1	CFB	Sus scrofa (Pig)	765	Inferred from homology
S1	Q28278	S01.218;	NP_001013871.1	PROC	Canis lupus familiaris (Dog) (Canis familiaris)	456	Evidence at transcript level
S1	Q28380	S01.218;	XP_023478439.1	PROC	Equus caballus (Horse)	457	Evidence at transcript level
S1	Q2F9P4	S01.215;		F7	Pan paniscus (Pygmy chimpanzee) (Bonobo)	466	Inferred from homology
S1	Q49QW1	S01.427;		PPAE1	Spodoptera litura (Asian cotton leafworm)	374	Evidence at protein level
S1	Q56VR3	S01.446;			Pseudonaja textilis (Eastern brown snake)	467	Evidence at protein level
S1	Q5R544	S01.192;	NP_001126847.1	C1R	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	705	Evidence at transcript level
S1	Q5R5E8	S01.224;	NP_001126784.1	HPN	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	417	Evidence at transcript level
S1	Q7PPZ8	S01.166;			Anopheles gambiae (African malaria mosquito)	272	Evidence at protein level
S1	Q8MZM7	S01.507;		CLIPB8	Anopheles gambiae (African malaria mosquito)	405	Evidence at protein level
S1	P08419	S01.155;	NP_999274.1	CELA2A	Sus scrofa (Pig)	269	Evidence at protein level
S1	P12545	S01.233;	NP_001036540.1	PLG	Macaca mulatta (Rhesus macaque)	810	Evidence at transcript level
S1	Q28315	S01.218;	XP_017921301.1	PROC	Capra hircus (Goat)	458	Evidence at transcript level
S1	Q4R577	S01.192;		C1R	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	705	Evidence at transcript level
S1	Q7PEV7	S01.201;		CLIPB4	Anopheles gambiae (African malaria mosquito)	360	Evidence at protein level
S1	Q864V9	S01.196;		CFB	Gorilla gorilla gorilla (Western lowland gorilla)	764	Inferred from homology
S1	Q8MHY7	S01.231;	NP_001075480.1	PLAU	Oryctolagus cuniculus (Rabbit)	433	Evidence at transcript level
S1	P09093	S01.154;	NP_005738.4	CELA3A	Homo sapiens (Human)	270	Evidence at protein level
S1	Q7RTY7	S01.078;S01.322;	NP_001340108.1	OVCH1	Homo sapiens (Human)	1134	Evidence at protein level
S1	Q9BQR3	S01.074;	NP_001305324.1	PRSS27	Homo sapiens (Human)	290	Evidence at protein level
S1	O95084	S01.309;	NP_001280108.1	PRSS23	Homo sapiens (Human)	383	Evidence at protein level
S1	P40313	S01.256;	NP_001898.1	CTRL	Homo sapiens (Human)	264	Evidence at protein level
S1	Q2L4Q9	S01.375;	NP_001034592.1	PRSS53	Homo sapiens (Human)	553	Evidence at protein level
S1	Q6UXH9	S01.998;	NP_001001991.1	PAMR1	Homo sapiens (Human)	720	Evidence at protein level
S1	Q8NHM4	S01.298;		PRSS3P2	Homo sapiens (Human)	247	Uncertain
S1	Q9UKR3	S01.306;	NP_001335107.1	KLK13	Homo sapiens (Human)	277	Evidence at protein level
S1	Q7RTY5	S01.325;	NP_899231.4	PRSS48	Homo sapiens (Human)	328	Evidence at protein level
S1	Q7Z5A4	S01.362;		PRSS42P	Homo sapiens (Human)	293	Uncertain
S1	Q8NF86	S01.075;	NP_001372391.1	PRSS33	Homo sapiens (Human)	280	Evidence at protein level
S1	P17538	S01.152;	NP_001316119.1	CTRB1	Homo sapiens (Human)	263	Evidence at protein level
S1	Q6ZWK6	S01.321;	NP_997290.2	TMPRSS11F	Homo sapiens (Human)	438	Evidence at protein level
S1	Q7RTY8	S01.072;	NP_001036040.2	TMPRSS7	Homo sapiens (Human)	843	Evidence at protein level
S1	Q7RTY9	S01.327;	NP_001341515.2	PRSS41	Homo sapiens (Human)	318	Evidence at protein level
S1	P04071	S01.163;	NP_032480.1	Klk1b16	Mus musculus (Mouse)	261	Evidence at protein level
S1	P36374	S01.288;		Klk6	Rattus norvegicus (Rat)	261	Inferred from homology
S1	Q03238	S01.139;		Gzmm	Rattus norvegicus (Rat)	258	Evidence at protein level
S1	Q2KJ63	S01.212;	NP_001039817.1	KLKB1	Bos taurus (Bovine)	636	Evidence at transcript level
S1	Q3UQ41	S01.292;	NP_001028405.1	Tmprss11a	Mus musculus (Mouse)	389	Evidence at transcript level
S1	Q5NTB3	S01.213;	NP_001008665.1	F11	Bos taurus (Bovine)	625	Evidence at protein level
S1	Q7YRZ7	S01.135;	NP_001001142.1	GZMA	Bos taurus (Bovine)	258	Evidence at transcript level
S1	Q80WM7	S01.075;	NP_001074868.2	Prss33	Mus musculus (Mouse)	277	Evidence at transcript level
S1	Q9CQW3	S01.996;	NP_080110.1	Proz	Mus musculus (Mouse)	399	Evidence at protein level
S1	P00774	S01.155;	NP_036685.1	Cela2a	Rattus norvegicus (Rat)	271	Evidence at transcript level
S1	P17207	S01.B24;	NP_524555.1	Jon99Ci	Drosophila melanogaster (Fruit fly)	272	Evidence at transcript level
S1	P50343	S01.025;	NP_062053.2	Tpsb2	Rattus norvegicus (Rat)	274	Evidence at transcript level
S1	P97592	S01.005;	NP_062194.1	Mcpt4	Rattus norvegicus (Rat)	246	Evidence at transcript level
S1	P98140	S01.211;	NP_001068587.1	F12	Bos taurus (Bovine)	612	Evidence at protein level
S1	Q29461	S01.155;	NP_777139.1	CELA2A	Bos taurus (Bovine)	269	Evidence at transcript level
S1	Q5E9Z2	S01.033;	NP_001014868.1	HABP2	Bos taurus (Bovine)	558	Evidence at transcript level
S1	Q5K2P8	S01.414;		Prss36	Mus musculus (Mouse)	849	Evidence at transcript level
S1	Q9CQ52	S01.983;	NP_080695.1	Cela3b	Mus musculus (Mouse)	269	Evidence at protein level
S1	Q9CR35	S01.152;	NP_079859.2	Ctrb1	Mus musculus (Mouse)	263	Evidence at protein level
S1	Q9ER04	S01.313;	NP_001346389.1	Tmprss5	Mus musculus (Mouse)	455	Evidence at transcript level
S1	P00744	S01.979;		PROZ	Bos taurus (Bovine)	396	Evidence at protein level
S1	P05805				Bos taurus (Bovine)	253	Evidence at protein level
S1	P11034	S01.458;	NP_032596.1	Mcpt1	Mus musculus (Mouse)	246	Evidence at protein level
S1	P13366	S01.402;	NP_034505.1	Gzmg	Mus musculus (Mouse)	248	Evidence at protein level
S1	P15950	S01.411;		Klk3	Rattus norvegicus (Rat)	188	Evidence at transcript level
S1	P36376	S01.287;		Klk12	Rattus norvegicus (Rat)	259	Evidence at transcript level
S1	Q14B24	S01.368;	NP_001036175.1	Prss57	Mus musculus (Mouse)	284	Evidence at transcript level
S1	Q2TBU0	S01.972;	NP_001035560.1	HP	Bos taurus (Bovine)	401	Evidence at transcript level
S1	Q5K2P9	S01.414;		Prss36	Rattus norvegicus (Rat)	875	Evidence at transcript level
S1	Q76BS1	S01.976;	NP_001026921.1	HGF	Bos taurus (Bovine)	730	Evidence at transcript level
S1	Q8BLH5	S01.993;	NP_666339.2	Prss50	Mus musculus (Mouse)	439	Evidence at protein level
S1	Q8K0D2	S01.033;	NP_666213.1	Habp2	Mus musculus (Mouse)	558	Evidence at transcript level
S1	Q9QYZ9	S01.042;	NP_038949.2	Prss30	Mus musculus (Mouse)	310	Evidence at transcript level
S1	Q9WUW3	S01.199;	NP_077071.1	Cfi	Rattus norvegicus (Rat)	604	Evidence at transcript level
S1	A6H6T1	S01.045;	NP_033382.2	Prss40	Mus musculus (Mouse)	365	Evidence at transcript level
S1	P09650	S01.149;	NP_001264597.1	Mcpt1	Rattus norvegicus (Rat)	260	Evidence at protein level
S1	P69525			Tmprss9	Mus musculus (Mouse)	1065	Inferred from homology
S1	P69526	S01.969;		Tmprss9	Rattus norvegicus (Rat)	1061	Inferred from homology
S1	P97435	S01.156;	NP_032967.1	Tmprss15	Mus musculus (Mouse)	1069	Evidence at transcript level
S1	Q06606	S01.008;	NP_058842.3	Mcpt10	Rattus norvegicus (Rat)	248	Evidence at transcript level
S1	Q5QSK2	S01.436;	NP_001008554.1	Tmprss11g	Rattus norvegicus (Rat)	417	Evidence at transcript level
S1	P00766	S01.001;			Bos taurus (Bovine)	245	Evidence at protein level
S1	P00770	S01.141;		Mcpt2	Rattus norvegicus (Rat)	247	Evidence at protein level
S1	P11033	S01.398;	NP_034502.2	Gzmd	Mus musculus (Mouse)	252	Evidence at protein level
S1	P12788	S01.183;	NP_775423.1	Try4	Rattus norvegicus (Rat)	247	Evidence at protein level
S1	P86091			Tmprss7	Rattus norvegicus (Rat)	833	Inferred from homology
S1	Q0IIH7	S01.302;	NP_001070006.1	ST14	Bos taurus (Bovine)	855	Evidence at transcript level
S1	Q14C59	S01.207;	NP_795998.2	Tmprss11b	Mus musculus (Mouse)	416	Evidence at transcript level
S1	Q29463	S01.120;			Bos taurus (Bovine)	247	Evidence at transcript level
S1	Q3T0A3	S01.191;	NP_001029427.1	CFD	Bos taurus (Bovine)	259	Evidence at transcript level
S1	Q61754	S01.069;	NP_034773.1	Klk1b24	Mus musculus (Mouse)	263	Evidence at transcript level
S1	Q6IE14	S01.321;		Tmprss11bnl	Rattus norvegicus (Rat)	420	Evidence at transcript level
S1	Q6IE59	S01.368;	NP_001003956.1	Prss57	Rattus norvegicus (Rat)	278	Evidence at transcript level
S1	Q6L711	S01.033;		Habp2	Rattus norvegicus (Rat)	558	Evidence at transcript level
S1	Q7M3E1	S01.157;	NP_001092435.1	CTRC	Bos taurus (Bovine)	268	Evidence at protein level
S1	Q8CGR5	S01.029;	NP_777355.1	Klk14	Mus musculus (Mouse)	250	Evidence at transcript level
S1	Q920S2	S01.417;	NP_001405694.1	Prss41	Mus musculus (Mouse)	322	Evidence at protein level
S1	Q9QYN3	S01.257;	NP_001170844.1	Klk11	Mus musculus (Mouse)	276	Evidence at protein level
S1	P06871	S01.151;		PRSS1	Canis lupus familiaris (Dog) (Canis familiaris)	246	Evidence at transcript level
S1	P10626	S01.223;		ACR	Capra hircus (Goat)	60	Evidence at protein level
S1	P12323				Cavia porcellus (Guinea pig)	239	Evidence at protein level
S1	P14417	S01.999;		LPA	Macaca mulatta (Rhesus macaque)	1420	Evidence at transcript level
S1	P15120	S01.231;	NP_990774.3	PLAU	Gallus gallus (Chicken)	434	Evidence at transcript level
S1	P35035	S01.130;		TRYP1	Anopheles gambiae (African malaria mosquito)	274	Evidence at transcript level
S1	P35040	S01.130;		TRYP6	Anopheles gambiae (African malaria mosquito)	273	Evidence at transcript level
S1	P35041	S01.130;		TRYP7	Anopheles gambiae (African malaria mosquito)	267	Evidence at transcript level
S1	P39675	S01.031;		DERP3	Dermatophagoides pteronyssinus (European house dust mite)	261	Evidence at protein level
S1	P48038	S01.223;	NP_001075805.1	ACR	Oryctolagus cuniculus (Rabbit)	431	Evidence at transcript level
S1	P80009	S01.233;		PLG	Canis lupus familiaris (Dog) (Canis familiaris)	333	Evidence at protein level
S1	Q5G267	S01.237;		PRSS12	Macaca mulatta (Rhesus macaque)	875	Inferred from homology
S1	Q5R5A4	S01.199;		CFI	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	583	Evidence at transcript level
S1	Q6DT45			KLK3	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	261	Evidence at transcript level
S1	Q9BH09	S01.976;	NP_001009830.1	HGF	Felis catus (Cat) (Felis silvestris catus)	728	Evidence at transcript level
S1	A7WPL7	S01.140;	NP_001166403.1	CMA1	Cavia porcellus (Guinea pig)	247	Evidence at protein level
S1	F1DQG5	S01.478;		ESP	Anopheles gambiae (African malaria mosquito)	268	Evidence at protein level
S1	P09582	S01.289;	NP_001003284.1		Canis lupus familiaris (Dog) (Canis familiaris)	260	Evidence at protein level
S1	P15156	S01.193;	NP_001268589.1		Mesocricetus auratus (Golden hamster)	695	Evidence at protein level
S1	Q28412	S01.218;		PROC	Felis catus (Cat) (Felis silvestris catus)	157	Evidence at transcript level
S1	Q5R8J0	S01.232;	NP_001126112.1	PLAT	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	562	Evidence at transcript level
S1	P29786	S01.130;	XP_001652943.1		Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	254	Evidence at transcript level
S1	P29787	S01.130;			Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	266	Evidence at transcript level
S1	P33619	S01.162;	NP_001036241.1	KLK3	Macaca mulatta (Rhesus macaque)	261	Evidence at transcript level
S1	P35031	S01.125;	NP_001117183.1		Salmo salar (Atlantic salmon)	242	Evidence at protein level
S1	P35037	S01.130;		TRYP3	Anopheles gambiae (African malaria mosquito)	275	Evidence at transcript level
S1	P81286	S01.233;		PLG	Ovis aries (Sheep)	343	Evidence at protein level
S1	Q04962	S01.211;		F12	Cavia porcellus (Guinea pig)	603	Evidence at protein level
S1	Q19AZ8	S01.217;	NP_001116457.1	F2	Sus scrofa (Pig)	623	Evidence at transcript level
S1	Q5RF29	S01.231;	NP_001124729.1	PLAU	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	431	Evidence at transcript level
S1	Q69DK8	S01.193;	NP_001005349.1		Sus scrofa (Pig)	687	Evidence at transcript level
S1	Q6H321	S01.171;	NP_001075362.3	KLK1E2	Equus caballus (Horse)	261	Evidence at protein level
S1	Q6QNF4	S01.228;	NP_001026985.1	HGFAC	Canis lupus familiaris (Dog) (Canis familiaris)	654	Evidence at transcript level
S1	Q8SQ23	S01.232;	NP_999219.1	PLAT	Sus scrofa (Pig)	562	Evidence at transcript level
S1	P16295	S01.214;		F9	Cavia porcellus (Guinea pig)	285	Evidence at transcript level
S1	P35033	S01.126;			Salmo salar (Atlantic salmon)	238	Evidence at protein level
S1	P35036	S01.130;		TRYP2	Anopheles gambiae (African malaria mosquito)	277	Evidence at transcript level
S1	P35039	S01.130;		TRYP5	Anopheles gambiae (African malaria mosquito)	274	Evidence at transcript level
S1	P51779	S01.191;	NP_001233173.1	CFD	Sus scrofa (Pig)	259	Evidence at transcript level
S1	P80010	S01.233;		PLG	Equus caballus (Horse)	338	Evidence at protein level
S1	P80931	S01.142;	NP_001009472.1		Ovis aries (Sheep)	245	Evidence at protein level
S1	P98139		NP_001076148.1	F7	Oryctolagus cuniculus (Rabbit)	444	Evidence at transcript level
S1	Q27289	S01.166;		CHYM1	Anopheles gambiae (African malaria mosquito)	259	Evidence at protein level
S1	Q28506	S01.218;		PROC	Macaca mulatta (Rhesus macaque)	161	Evidence at transcript level
S1	Q5G268	S01.237;		PRSS12	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	875	Inferred from homology
S1	Q9N2D1	S01.118;	NP_999356.1	MCT7	Sus scrofa (Pig)	275	Evidence at transcript level
S1	A0A6I8TBG6		XP_021707806.1		Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	472	Evidence at transcript level
S1	O97507	S01.211;	NP_999407.1	F12	Sus scrofa (Pig)	616	Evidence at transcript level
S1	P04185	S01.231;	NP_999110.1	PLAU	Sus scrofa (Pig)	442	Evidence at transcript level
S1	P15944	S01.118;	NP_001091024.1		Canis lupus familiaris (Dog) (Canis familiaris)	275	Inferred from homology
S1	P19007	S01.972;	NP_001075579.1	HP	Oryctolagus cuniculus (Rabbit)	347	Evidence at protein level
S1	P21842	S01.140;	NP_001013442.1	CMA1	Canis lupus familiaris (Dog) (Canis familiaris)	249	Evidence at protein level
S1	P35038	S01.130;		TRYP4	Anopheles gambiae (African malaria mosquito)	275	Evidence at transcript level
S1	Q1L658	S01.446;		F10	Pseudonaja textilis (Eastern brown snake)	463	Evidence at protein level
S1	Q1L659	S01.396;		F10	Pseudonaja textilis (Eastern brown snake)	483	Evidence at transcript level
S1	Q5G270	S01.237;	XP_004040363.3	PRSS12	Gorilla gorilla gorilla (Western lowland gorilla)	876	Inferred from homology
S1	Q5G271	S01.237;	NP_001065275.1	PRSS12	Pan troglodytes (Chimpanzee)	875	Inferred from homology
S1	Q5R537	S01.217;	NP_001126851.1	F2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	623	Evidence at transcript level
S1	A6NIE9			PRSS29P	Homo sapiens (Human)	313	Uncertain
S1	A8MTI9			PRSS47P	Homo sapiens (Human)	375	Uncertain
S1	Q8IYP2	S01.085;	NP_001001317.1	PRSS58	Homo sapiens (Human)	241	Evidence at protein level
S1	Q2TV78	S01.933;S01.975;		MST1L	Homo sapiens (Human)	715	Evidence at protein level
S1	A0A1B0GVH4			PRSS51	Homo sapiens (Human)	220	Inferred from homology
S1	A1L453	S01.318;	NP_898885.1	PRSS38	Homo sapiens (Human)	326	Evidence at protein level
S1	Q6GPI1	S01.152;	NP_001020371.3	CTRB2	Homo sapiens (Human)	263	Evidence at protein level
S1	Q7RTY3	S01.326;		PRSS45P	Homo sapiens (Human)	260	Uncertain
S1	Q6PEW0	S01.992;	NP_001073961.1	PRSS54	Homo sapiens (Human)	395	Evidence at protein level
S1	Q8N3Z0	S01.994;	NP_001163894.1	PRSS35	Homo sapiens (Human)	413	Evidence at protein level
S1	Q9UKQ9	S01.307;	NP_036447.1	KLK9	Homo sapiens (Human)	250	Evidence at protein level
S1	C0HKF8		NP_001287598.1	Jon99Ciii	Drosophila melanogaster (Fruit fly)	265	Evidence at transcript level
S1	O70169	S01.985;	NP_033381.1	Prss39	Mus musculus (Mouse)	367	Evidence at transcript level
S1	P04814	S01.110;	NP_476771.1	alphaTry	Drosophila melanogaster (Fruit fly)	256	Evidence at transcript level
S1	Q14B25	S01.325;	NP_001001650.1	Prss48	Mus musculus (Mouse)	312	Evidence at transcript level
S1	Q24K22	S01.975;	NP_001069145.1	MST1	Bos taurus (Bovine)	712	Evidence at transcript level
S1	Q5E9P5	S01.998;	NP_001015591.1	PAMR1	Bos taurus (Bovine)	720	Evidence at transcript level
S1	Q6AY28	S01.992;	NP_001013910.1	Prss54	Rattus norvegicus (Rat)	382	Evidence at protein level
S1	Q6IE06	S01.984;	NP_001009174.1	Prss58	Rattus norvegicus (Rat)	240	Evidence at transcript level
S1	Q7M756	S01.992;		Prss54	Mus musculus (Mouse)	383	Evidence at transcript level
S1	Q8BJR6	S01.074;	NP_780649.1	Prss27	Mus musculus (Mouse)	328	Evidence at transcript level
S1	A2VE36	S01.326;	NP_001075924.1	PRSS45	Bos taurus (Bovine)	316	Evidence at transcript level
S1	C0HKF7		NP_524554.1	Jon99Cii	Drosophila melanogaster (Fruit fly)	265	Evidence at transcript level
S1	P35004	S01.A83;	NP_001286314.1	betaTry	Drosophila melanogaster (Fruit fly)	253	Evidence at transcript level
S1	P42279	S01.117;	NP_523692.1	etaTry	Drosophila melanogaster (Fruit fly)	262	Evidence at transcript level
S1	P42280	S01.116;	NP_523691.1	zetaTry	Drosophila melanogaster (Fruit fly)	280	Evidence at transcript level
S1	P43430	S01.254;	NP_032598.1	Mcpt8	Mus musculus (Mouse)	247	Evidence at transcript level
S1	Q571E5	S01.374;	NP_001074737.1	Prss53	Mus musculus (Mouse)	552	Evidence at transcript level
S1	Q5M8S2	S01.250;	NP_898926.2	Prss46	Mus musculus (Mouse)	314	Evidence at protein level
S1	Q6AXZ6	S01.985;	NP_001013244.1	Prss40	Rattus norvegicus (Rat)	369	Evidence at transcript level
S1	Q6BEA2	S01.074;	NP_891994.3	Prss27	Rattus norvegicus (Rat)	328	Evidence at transcript level
S1	Q6IE63	S01.250;	NP_001008865.2	Prss46	Rattus norvegicus (Rat)	314	Evidence at transcript level
S1	Q8BW11	S01.984;	NP_778185.1	Prss58	Mus musculus (Mouse)	241	Evidence at transcript level
S1	Q8K4I7	S01.968;	NP_694812.1	Prss45	Mus musculus (Mouse)	317	Evidence at transcript level
S1	Q9ER10	S01.252;	NP_598492.2	Prss22	Mus musculus (Mouse)	307	Evidence at transcript level
S1	C0HKA3		NP_725034.1	gammaTry	Drosophila melanogaster (Fruit fly)	253	Evidence at transcript level
S1	O35164	S01.304;	NP_034912.3	Mcpt9	Mus musculus (Mouse)	246	Evidence at transcript level
S1	P35005	S01.A82;	NP_525112.1	epsilonTry	Drosophila melanogaster (Fruit fly)	256	Evidence at transcript level
S1	Q32KU2		NP_001035659.1	PRSS37	Bos taurus (Bovine)	235	Evidence at transcript level
S1	Q3UKY7	S01.324;	NP_001038986.1	Prss38	Mus musculus (Mouse)	322	Evidence at transcript level
S1	Q3UZ09	S01.189;	NP_851989.3	C1rl	Mus musculus (Mouse)	482	Evidence at protein level
S1	Q8C0F9	S01.994;	NP_848853.2	Prss35	Mus musculus (Mouse)	409	Evidence at transcript level
S1	Q9D9M0	S01.419;	NP_082801.2	Prss52	Mus musculus (Mouse)	321	Evidence at transcript level
S1	C0HKA2	S01.A84;	NP_523694.2	deltaTry	Drosophila melanogaster (Fruit fly)	253	Evidence at transcript level
S1	P08426	S01.151;	NP_775150.1	Try3	Rattus norvegicus (Rat)	247	Evidence at transcript level
S1	P15119	S01.003;	NP_032597.1	Mcpt2	Mus musculus (Mouse)	244	Evidence at transcript level
S1	P32821	S01.092;	NP_001101326.1		Rattus norvegicus (Rat)	246	Evidence at transcript level
S1	P32822	S01.093;			Rattus norvegicus (Rat)	246	Evidence at transcript level
